source_,title,address,price,price_per_square_meter,area,rooms,market,buildyng_type,_1st_floor,floors,building_materials,windows,heating,year_of_build,trim_condition,rent,property_type,description,first_desc_title,first_desc,second_desc_title,second_desc,third_desc_title,third_desc,fourth_desc_title,fourth_desc,phone_number
https://www.otodom.pl/pl/oferta/2-pokoje-z-aneksem-grzybowska-85-ID49VRF,2 pokoje z aneksem Grzybowska 85,"Warszawa, Wola, ul. Grzybowska 85",2 800 zł,N/A,37 m²,2,N/A,apartamentowiec,9,9,cegła,plastikowe,miejskie,2018,do zamieszkania,N/A,N/A,"Do wynajęcia dwupokojowe, usytuowane na ostatnim piętrze budynku, w nowoczesnej inwestycji mieszkanie przy ul. Grzybowskiej 85.
W skład lokalu wchodzi salon z wygodną, narożną sofą, stolikiem kawowym, telewizorem oraz stołem z krzesłami.
Aneks kuchenny w zabudowie, połączony z salonem wyposażony jest w niezbędne sprzęty AGD.
W sypialni do dyspozycji najemcy jest wygodne, dwuosobowe łóżko, stoliki i lampki nocne oraz pojemne szafy.
Wygodnie rozplanowaną, łazienkę wyposażono w umywalkę z szufladami, prysznic, toaletę oraz pralkę.
W przedpokoju do dyspozycji duża, przesuwna szafa. Całe mieszkanie wykończone zostało w nowoczesnych, monochromatycznych barwach.",Wyposażenie,"zmywarka
lodówka
meble
piekarnik
kuchenka
pralka",Zabezpieczenia,"drzwi / okna antywłamaniowe
teren zamknięty
domofon / wideofon
monitoring / ochrona",Media,"telewizja kablowa
internet
telefon",Informacje Dodatkowe,"balkon
garaż/miejsce parkingowe
winda",N/A
https://www.otodom.pl/pl/oferta/prestizowa-lokalizacja-2-pokojowe-powisle-ID49VQV,"Prestiżowa lokalizacja, 2-pokojowe Powiśle","Warszawa, Śródmieście, Powiśle, Topiel",2 000 zł,N/A,36 m²,2,N/A,kamienica,3,4,N/A,N/A,miejskie,1938,do zamieszkania,N/A,N/A,"Fajne, przytulne 2-pokojowe mieszkanie o łącznej powierzchni 36 m2 zlokalizowane w prestiżowej, spokojnej okolicy na Powiślu przy ul. Topiel.
Mieszkanie usytuowane jest w starej, przedwojennej kamienicy z 1938 r na 3/4 piętrze z windą.
Mieszkanie świeżo po remoncie, widne, z ekspozycją okien na zachód, z dwoma balkonami i widokiem na skarpę wiślaną z pasażem zieleni. Urządzone w nowoczesnym stylu, w pełni umeblowane i wyposażone.
Na powierzchnię 36 m2 składa się:
- salon z aneksem kuchennym
- mała, przytulna sypialnia,
- łazienka z kabiną prysznicową
- oddzielne WC.",Wyposażenie,meble,Media,"telewizja kablowa
internet",Informacje Dodatkowe,"balkon
winda",N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/dwupokojowe-ciche-mieszkanie-na-aluzyjnej-ID49VMQ,"Dwupokojowe, ciche mieszkanie na Aluzyjnej","Warszawa, Białołęka, Aluzyjna",1 700 zł,N/A,"42,50 m²",2,N/A,blok,parter,8,N/A,N/A,miejskie,2004,do zamieszkania,450 zł,N/A,"Zapraszam do wynajmu mieszkania położonego przy ulicy Aluzyjnej, przy pętli autobusowej.
OPIS LOKALU:
Mieszkanie składa się z salonu z aneksem kuchennym, pokoju, łazienki, przedpokoju i loggi. Mieszkanie w pełni umeblowane. Wchodzimy przez przedpokój z dużą, pojemną szafą w zabudowie. Na lewo znajduje się łazienka z wanną i armaturą do prysznica, umywalką, pralką, drabinką grzejnikową i WC i szafkami. Dalej po lewo znajduje się pokój z dużą szafą wnękową, biurkiem i szafkami. Centralnym punktem mieszkania jest salon z rozkładaną kanapą, regałem i meblościanką. Pomiędzy kuchnią, a salonem znajduję się kącik jadalny. Aneks kuchenny wyposażony w meble w zabudowie, lodówkę z zamrażarką, kuchenkę gazową, kuchenkę mikrofalową, piekarnik. Z salonu wyjście na loggię. W oknach rolety. Możliwość podłączenia kablówki, wi-fi.
BUDYNEK I OKOLICA:
Mieszkanie znajduje się na parterze w 8-piętrowym budynku. Z okien widok na osiedle. Teren osiedla ogrodzony i strzeżony. Budynek zadbany, czysta klatka schodowa. W niedalekiej odległości znajduje się pętla autobusowa linii 211 i 511. W bezpośrednim sąsiedztwie znajdują się liczne punkty usługowe, sklepy, banki, poczta, apteki i las, place zabaw oraz liczne ścieżki rowerowe. W pobliżu dużo terenów zielonych, idealne miejsce na spacery czy uprawianie sportu.",Zabezpieczenia,monitoring / ochrona,Informacje Dodatkowe,winda,N/A,N/A,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/rezydencja-foksal-stylowy-przepiekny-apartament-ID46Myu,"Rezydencja Foksal - stylowy, przepiękny apartament","Warszawa, Śródmieście, Kopernika",19 000 zł,N/A,"181,85 m²",5,N/A,apartamentowiec,3,5,N/A,N/A,N/A,2012,N/A,N/A,N/A,"STYLOWY, PRZEPIĘKNY APARTAMENT PRZY UL. KOPERNIKA
BUDYNEK:
Rezydencja Foksal to luksusowy apartamentowiec oddany do użytku w 2012 roku, który znajduje się w Warszawie pomiędzy ulicami Konstantego Ildefonsa Gałczyńskiego, Mikołaja Kopernika i Juliana Przybosia. Budynek otrzymał tytuł ""Budowa Roku 2011"" oraz ""Inwestycja Roku 2012"".
Projektanci apartamentowca połączyli modernizm ze stylem art déco dzięki czemu uzyskano efekt nawiązania do stylistyki przedwojennej. Budynek zaprojektowano z dbałością o najmniejszy szczegół, przy użyciu najszlachetniejszych materiałów - we wnętrzu obiekt zdobiony jest płaskorzeźbami prof. Antoniego Pastwy, zaś marmur, trawertyn, onyks oraz różne rodzaju drewna egzotycznego podkreślają wyjątkowość inwestycji. W holu znajdują się marmurowe posadzki z granitowymi zdobieniami, na bocznych ścianach umieszczono fornir z palisandra indyjskiego ciętego w romby oraz lustra optycznie powiększające przestrzeń.",Informacje Dodatkowe,"klimatyzacja
garaż/miejsce parkingowe
winda
taras",N/A,N/A,N/A,N/A,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/nowoczesny-apartament-na-osiedlu-eko-park-ID48Sco,Nowoczesny apartament na osiedlu Eko Park,"Warszawa, Mokotów, Wyględów, Biały Kamień",8 200 zł,N/A,"94,90 m²",4,N/A,apartamentowiec,5,5,N/A,N/A,N/A,2007,N/A,N/A,N/A,"NOWOCZESNY APARTAMENT NA OSIEDLU EKO PARK
BUDYNEK:
Osiedle Eko-Park to kompleks mieszkaniowy mieszczący się w zielonej części Mokotowa tuż obok parku Pole Mokotowskie. Składa się z 14 budynków, których budowa trwała w latach 2002-2013. Osiedle oferuje szeroki wybór restauracji, kawiarni, sklepów i innych punktów usługowych oraz międzynarodowe przedszkole.
Na terenie budynku znajduje się zadbane patio dostępne jedynie dla jego mieszkańców, a dostępu do nieruchomości strzeże całodobowa ochrona.",Informacje Dodatkowe,"garaż/miejsce parkingowe
winda
oddzielna kuchnia
taras",N/A,N/A,N/A,N/A,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/bez-prowizji-3-pok-balkon-metro-imielin-ID49VIY,Bez prowizji: 3-pok. +balkon |Metro Imielin,"Warszawa, Ursynów, Przybylskiego",2 700 zł,N/A,58 m²,3,N/A,blok,2,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"We speak English! If you’re interested, don’t hesitate to contact us.
-
#zostańwdomu: oferujemy m.in. możliwość wideoprezentacji mieszkań oraz podpisywanie umów najmu on-line
-
NIE POBIERZEMY od Ciebie PROWIZJI na żadnym z etapów najmu lokalu. Współpraca z nami jest całkowicie bezpłatna.
OPIS
Prezentowany lokal jest trzypokojowym mieszkaniem usytuowanym na Ursynowie, przy ul. Przybylskiego.
PARAMETRY NIERUCHOMOŚCI",Wyposażenie,"zmywarka
meble
piekarnik
telewizor
pralka",Informacje Dodatkowe,"balkon
piwnica
oddzielna kuchnia",N/A,N/A,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/bez-prowizji-m2-balkon-parking-w-cenie-hubertus-ID49VI2,Bez prowizji: M2+balkon |parking w cenie| Hubertus,"Warszawa, Mokotów, Obrzeżna",2 600 zł,N/A,53 m²,2,N/A,apartamentowiec,2,4,N/A,N/A,N/A,N/A,N/A,550 zł,N/A,"We speak English! If you’re interested, don’t hesitate to contact us.
-
#zostańwdomu: oferujemy m.in. możliwość wideoprezentacji mieszkań oraz podpisywanie umów najmu on-line
-
NIE POBIERZEMY od Ciebie PROWIZJI na żadnym z etapów najmu lokalu. Współpraca z nami jest całkowicie bezpłatna.
OPIS
Prezentowany lokal jest jasnym, dwupokojowym mieszkaniem usytuowanym na Mokotowie, przy ul. Obrzeżnej.
PARAMETRY NIERUCHOMOŚCI",Wyposażenie,"zmywarka
meble
piekarnik
telewizor
pralka",Informacje Dodatkowe,"balkon
piwnica
garaż/miejsce parkingowe
winda",Pozostałe,wynajmę również studentom,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/bez-prowizji-2-pok-z-loggia-rondo-daszynskiego-ID49VFc,Bez prowizji: 2-pok. z loggią | Rondo Daszyńskiego,"Warszawa, Wola, Kasprzaka",2 000 zł,N/A,44 m²,2,N/A,apartamentowiec,4,5,N/A,N/A,N/A,N/A,N/A,500 zł,N/A,"We speak English! If you’re interested, don’t hesitate to contact us.
-
#zostańwdomu: oferujemy m.in. możliwość wideoprezentacji mieszkań oraz podpisywanie umów najmu on-line
-
NIE POBIERZEMY od Ciebie PROWIZJI na żadnym z etapów najmu lokalu. Współpraca z nami jest całkowicie bezpłatna.
OPIS
Prezentowany lokal jest dwupokojowym mieszkaniem usytuowanym na Woli, przy ul. Kasprzaka.
PARAMETRY NIERUCHOMOŚCI",Wyposażenie,"zmywarka
meble
piekarnik
pralka",Informacje Dodatkowe,"balkon
winda
oddzielna kuchnia",Pozostałe,wynajmę również studentom,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/apartament-w-nowym-budynku-z-garazem-ID49VEr,Apartament w nowym budynku z garażem,"Warszawa, Wola, ul. Okopowa",3 000 zł,N/A,"48,50 m²",2,N/A,apartamentowiec,4,8,inne,plastikowe,miejskie,2020,do zamieszkania,N/A,N/A,"Nowoczesny, w pełni wyposażony apartament, mieszczący się na 4 piętrze w
9-piętrowym budynku, składający się z salonu z aneksem kuchennym, sypialni oraz łazienki. Mieszkanie jest w pełni umeblowane, wewnątrz znajdują się dwie pojemne, funkcjonalne szafy.
Okna wychodzą na stronę południową, co zapewnia doskonałe nasłonecznienie części dziennej mieszkania. W oknach zamontowane są rolety sterowane pilotem.
Kuchnia wyposażona jest w sprzęt AGD wysokiej jakości, dodatkowo ekspres do parzenia kawy.
W bliskim sąsiedztwie znajdują się liczne sklepy, centrum handlowe Arkadia, Klif: restauracje, tereny rekreacyjne oraz kilka przystanków autobusowych, tramwajowych z szybkim dojazdem do stacji metra Warszawa Gdańska lub bezpośrednio do centrum. Inwestycja jest idealna dla osób aktywnych sportowo. Ścieżki rowerowe i biegowe, siłownie oraz boiska zapewnią komfortowe warunki do aktywnego wypoczynku.






Nieruchomość zlokalizowana jest w idealnej części Warszawy u zbiegu trzech dzielnic Woli, Śródmieścia i Żoliborza

PodstawowePowierzchnia : 48,50 m2
Rok : 2020
Czynsz : 3 000 PLN
Pokoi : 2

Podstawowe
Meble : Tak
Stan lokalu : Luksusowy
Piętro : 4

Pomieszczenia
Typ mieszkania : Apartament
Powierzchnia salonu : 20 m2
Typ kuchni : Aneks
Liczba łazienek : 1
Typ okien : PCV,

Powierzchnia dodatkowa
Liczba balkonów : 2
Typ balkonów : Balkon francuski, Klasyczny,
Komórka : Nie
Ogród : Nie

Media i wyposażenie
Ogrzewanie : CO miejskie,
Ciepła woda : Wodociąg miejski,
Gaz : Nie

Miejsca parkingowe
Parking podziemny : 1

Budynek
Stan budynku : Idealny
Materiał : Mieszany
Pięter : 8
Winda : Tak

Opis
Wyposażenie kuchni : Lodówka, Meble, Meble w zabudowie kuchennej, Okap, Piekarnik, Płyta grzewcza elektryczna, Zamrażarka, Zlewozmywak, Zmywarka,
Wyposażenie łazienek : Pralka, Prysznic, Suszarka, Umywalka, WC,

Czynsz zawiera:
Czynsz administracyjny : Tak
Woda : Tak
Ogrzewanie : Tak
Prąd : Nie
Gaz : Nie


Więcej podobnych ofert nieruchomości na
Link do oferty: mieszkania[.]maxon[.]pl/oferta/19180_MW_MAX_O
Prezentowane oferty nie stanowią oferty w rozumieniu Kodeksu Cywilnego. Staramy się, aby informacje dotyczące oferowanych obiektów były możliwie dokładne, kompletne i aktualne. Ze względu na okoliczności, iż informacje te pochodzą od osób trzecich i część z nich nie zawsze daje się zweryfikować, MAXON Nieruchomości Sp. z o.o. nie ponosi odpowiedzialności za ich dokładność, kompletność i aktualność",Wyposażenie,meble,Zabezpieczenia,"domofon / wideofon
monitoring / ochrona",Informacje Dodatkowe,"balkon
winda",N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/bez-prowizji-2-pok-z-balkonem-nowolipki-ID493dH,Bez prowizji: 2-pok. z balkonem | Nowolipki,"Warszawa, Wola, Anielewicza",2 000 zł,N/A,37 m²,2,N/A,blok,4,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"We speak English! If you’re interested, don’t hesitate to contact us.
-
#zostańwdomu: oferujemy m.in. możliwość wideoprezentacji mieszkań oraz podpisywanie umów najmu on-line
-
NIE POBIERZEMY od Ciebie PROWIZJI na żadnym z etapów najmu lokalu. Współpraca z nami jest całkowicie bezpłatna.
OPIS
Prezentowany lokal jest dwupokojowym mieszkaniem usytuowanym na Woli, przy ul. Anielewicza.
PARAMETRY NIERUCHOMOŚCI",Wyposażenie,"meble
telewizor
pralka",Informacje Dodatkowe,balkon,Pozostałe,wynajmę również studentom,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/bez-prowizji-2-pok-na-rynku-starego-miasta-ID485Ts,Bez prowizji: 2-pok. na Rynku Starego Miasta,"Warszawa, Śródmieście, Rynek",2 050 zł,N/A,49 m²,2,N/A,kamienica,2,3,N/A,N/A,N/A,N/A,N/A,650 zł,N/A,"We speak English! If you're interested, don't hesitate to contact us.
-
NIE POBIERZEMY od Ciebie PROWIZJI na żadnym z etapów najmu lokalu. Współpraca z nami jest całkowicie bezpłatna.
OPIS
Prezentowany lokal jest dwupokojowym mieszkaniem usytuowanym przy Rynku Starego Miasta.
PARAMETRY NIERUCHOMOŚCI",Wyposażenie,"meble
piekarnik
telewizor
pralka",Informacje Dodatkowe,"piwnica
oddzielna kuchnia",Pozostałe,wynajmę również studentom,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/przestronny-lokal-biurowy-w-znakomitej-lokalizacji-ID49VvQ,Przestronny lokal biurowy w znakomitej lokalizacji,"Warszawa, Śródmieście, Mariensztat, Mariensztat",7 150 zł,N/A,110 m²,4,N/A,kamienica,4,N/A,N/A,N/A,miejskie,N/A,N/A,N/A,N/A,"Przestronny lokal biurowy w znakomitej lokalizacji na Starym Mieście
Aston Real Estate prezentuje lokal biurowy 110m2 przy ul. Mariensztat w doskonałej lokalizacji przy Starym Mieście oraz widokiem na Pałac prezydencki oraz PKiN.
Rozkład:
Biuro składa się z 4 pokoi (1 przystosowany do sali konferencyjnej), kuchni, łazienki z prysznicem oraz toalety. Dysponujemy planami lokalu.
Dodatkowe informacje i koszty:
Lokal odświeżony i gotowy do wynajęcia. Dodatkowo płatny prąd oraz telefon połączony z recepcją (40zł/mc).",Zabezpieczenia,monitoring / ochrona,Media,internet,Informacje Dodatkowe,winda,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/mieszkanie-warszawa-wola-ID49Vtp,Mieszkanie - Warszawa Wola,"Warszawa, Wola, Grenady",1 650 zł,N/A,30 m²,1,N/A,N/A,2,3,N/A,N/A,N/A,N/A,do zamieszkania,N/A,N/A,"Świetna kawalerka z balkonem i oddzielną kuchnią z oknem.
Ul. Grenady 15 ,Wola Młynów  do Metra Młynów 4 minuty.
Mieszkanie na 2 piętrze w kameralnym 3 piętrowym budynku.
Pokój z wyjściem na balkon, widna zamykana kuchnia, łazienka z wanną, przedpokój
Lokal umeblowany.
W okolicy dostępne miejsca parkingowe.

Wymagana Kaucja.
Do ceny najmu należy doliczyć opłaty licznikowe (woda,energia ,gaz)",Informacje Dodatkowe,balkon,N/A,N/A,N/A,N/A,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/cicha-kawalerka-przy-ul-belwederskiej-0-prowizji-ID49Vtk,Cicha kawalerka przy ul. Belwederskiej 0% PROWIZJI,"Warszawa, Mokotów, Dolny Mokotów, ul. Stępińska",1 500 zł,N/A,26 m²,1,N/A,kamienica,2,4,cegła,plastikowe,miejskie,1954,do zamieszkania,1 zł,N/A,"BEZ PROWIZJI. Cicha kawalerka z widokiem na zielone podwórko blisko Łazienek Królewskich. Bardzo dobry dojazd do centrum najbliższe przystanki, Belwederska, Chełmska, Gagarina.
Ustawny pokój, widna kuchnia z oknem, łazienka z wc.
Budynek po remoncie elewacji, czysty i zadbany. Pełna infrastruktura w najbliższej okolicy Biedronka, Rossmann, Poczta, Apteka, Basen itp.
Koszt najmu 1500 zł / m-c + opłaty licznikowe i wywóz nieczystości. Kaucja zwrotna 1500 zł. Wolne od lutego.
Chciałbyś zamieszkać na Mokotowie zadzwoń Marek 500 588 585",Zabezpieczenia,domofon / wideofon,Media,"telewizja kablowa
internet
telefon",Informacje Dodatkowe,oddzielna kuchnia,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/wygodne-2-pokoje-osobna-kuchnia-metro-slodowiec-ID49Vrd,"Wygodne 2 Pokoje, Osobna Kuchnia-Metro Słodowiec!","Warszawa, Bielany, ul. Zofii Nałkowskiej",2 100 zł,N/A,50 m²,2,N/A,N/A,2,3,cegła,plastikowe,miejskie,1963,do zamieszkania,N/A,N/A,"ŚWIETNIE ZLOKALIZOWANE, ciche, przytulne i funkcjonalne mieszkanie na Starych Bielanach o pow. 50 m2. Salon, sypialnia, przestronna, widna kuchnia z miejscem na stół, łazienka z prysznicem i WC. Mieszkanie wysokie, przestrzenne. Widok z balkonu na zieleń między budynkami - poranna kawa może smakować tam bardzie! Mieszkanie urządzone tradycyjnie, swobodnie, z możliwością ew. doposażenia czy zmian po sugestii nowego Najemcy. MOŻLIWE JEST RÓWNIEŻ USUNIĘCIE MEBLI, jeśli ktoś dysponuje swoimi. Czynsz najmu to kwota 2100 zł. miesięcznie + zaliczka na opłaty za zużyte media (woda, prąd, gaz).

Budynek:
Budynek z cegły, po termoizolacji - ciepło w zimie, przyjemny chłód latem. Dookoła budynku zadbana zieleń. Przy wejściu na klatkę domofon. Mieszkańcy przypinają na podwórku rowery.


Mieszkanie położone w drugiej linii zabudowy od ul. Perzyńskiego i Żeromskiego (autobusy, metro Słodowiec), 10 min. pieszo do ul.Broniewskiego (tramwaje, bazarek), wjazd na obwodnicę Warszawy samochodem w 5 min. Okolica spokojna - urocza ul. Staffa, skwer Jarnuszkiewicza i park Z.Herberta. Budynki osiedla otoczone zielenią, bez ścisłej zabudowy, więc miło poruszać się na rowerze czy spacerować.

PodstawowePowierzchnia : 50,00 m2
Rok : 1963
Czynsz : 2 100 PLN
Pokoi : 2

Podstawowe
Meble : Tak
Stan lokalu : Bardzo dobry
Piętro : 2

Pomieszczenia
Typ mieszkania : Rozkładowe
Powierzchnia salonu : 20 m2
Typ kuchni : Oddzielna
Liczba łazienek : 1
Typ okien : PCV,

Powierzchnia dodatkowa
Liczba balkonów : 1
Typ balkonów : Klasyczny,
Komórka : Nie
Ogród : Nie

Media i wyposażenie
Ogrzewanie : CO miejskie,
Ciepła woda : Wodociąg miejski,
Gaz : Tak

Budynek
Stan budynku : Bardzo dobry
Materiał : Cegła
Pięter : 3
Winda : Nie

Opis
Wyposażenie kuchni : Kuchenka gazowa, Lodówka, Meble w zabudowie kuchennej, Okap, Piekarnik, Zlewozmywak,
Wyposażenie łazienek : Pralka, Prysznic, Umywalka, WC,

Czynsz zawiera:
Czynsz administracyjny : Tak
Woda : Nie
Ogrzewanie : Nie
Prąd : Nie
Gaz : Nie


Więcej podobnych ofert nieruchomości na
Link do oferty: mieszkania[.]maxon[.]pl/oferta/19368_MW_MAX_O
Prezentowane oferty nie stanowią oferty w rozumieniu Kodeksu Cywilnego. Staramy się, aby informacje dotyczące oferowanych obiektów były możliwie dokładne, kompletne i aktualne. Ze względu na okoliczności, iż informacje te pochodzą od osób trzecich i część z nich nie zawsze daje się zweryfikować, MAXON Nieruchomości Sp. z o.o. nie ponosi odpowiedzialności za ich dokładność, kompletność i aktualność",Wyposażenie,meble,Zabezpieczenia,domofon / wideofon,Informacje Dodatkowe,balkon,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/mieszkanie-38-m-warszawa-ID49Voe,"Mieszkanie, 38 m², Warszawa","Warszawa, Praga-Południe, Kinowa",1 800 zł,N/A,38 m²,2,N/A,blok,2,10,N/A,N/A,inne,1980,do zamieszkania,N/A,N/A,"Do wynajęcia bardzo funkcjonalne mieszkanie w świetnej lokalizacji przy ulicy Kinowej 25.
Salon z aneksem i jadalnią ,łazienka z prysznicem.
Metraż 38m2, z widokiem na park ,cicho.
AGD pralka lodówka nowa, płyta indukcyjna, telewizor, prysznic, balkon, okno w kuchni, parkowanie pod blokiem nie ma problemu.
Blisko park Skaryszewski , sklep Biedronka, apteka , delikatesy, stomatolog, tramwaj do Centrum 10 minut!!!
Kontakt do osoby odpowiedzialnej:
603-884-589 v 519-647-887
*
Zdjęcia zazwyczaj nie oddadzą walorów nieruchomości... Zobacz ją na żywo!! ZAPRASZAMY!!!
.
Oferujemy profesjonalną i pełną obsługę w zakresie pośrednictwa w obrocie nieruchomościami oraz z zakresu pośrednictwa kredytowego.
.
Zamieszczone ogłoszenie nie stanowi oferty w rozumieniu Kodeksu Cywilnego.
.
WE SPEAK ENGLISH AND FRENCH",Wyposażenie,meble,Informacje Dodatkowe,"balkon
winda",N/A,N/A,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/mieszkanie-95-m-warszawa-ID49Vl6,"Mieszkanie, 95 m², Warszawa","Warszawa, Śródmieście, Pokorna",5 500 zł,N/A,95 m²,4,N/A,apartamentowiec,4,20,cegła,drewniane,miejskie,2012,N/A,840 zł,N/A,"Przestronny, nowoczesny apartament zlokalizowany w jednej z prestiżowych miejsc w Warszawie, dzielnicy Muranów.
Idealny na komfortowe biuro, kancelarię, gabinet psychoterapii.
ROZKŁAD
Apartament znajduję się na 4 piętrze budynku z windą i składa się z:
-salonu połączonego z dużym holem
-3 oddzielnych pokoi
-łazienki z wanną
-toalety
-garderoby
-kuchni w pełni wyposażonej (lodówka, zamrażarka, pralka, zmywarka, piekarnik, mikrofalówka i indukcyjna płyta grzewcza)
- ogromnej przeszklonej loggi o powierzchni 58 m2, okalająca całe mieszkanie!",Media,internet,Informacje Dodatkowe,"balkon
garaż/miejsce parkingowe",N/A,N/A,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/eleganckie-2-pokoje-w-kamienicy-metro-ID49yhS,"Eleganckie, 2 Pokoje W Kamienicy, Metro!!!","Warszawa, Śródmieście",3 100 zł,N/A,50 m²,2,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Do wynajęcia piękne 2 pokojowe mieszkanie w kamienicy, mieszczącej się przy Placu Zbawiciela.
Prezentowane mieszkanie ma powierzchnię 50 m2, po generalnym remoncie. Wykończone w wysokim standardzie, zaprojektowane przez architekta wnętrz, przy użyciu starannie dobranych materiałów oraz wysokiej jakości mebli. Beżowe barwy znakomicie się łączą z bielą, co ożywia przestrzeń i sprawia jeszcze przytulniejszym, a złote elementy dodają elegancji i szyku.
Mieszkanie posiada przestronny salon z otwartą kuchnią, sypialnię, oddzielną garderobę, łazienkę i piwnicę.
Dzięki swojej przestrzeni jest to doskonałe dla singla lub pary.
Ponadto mieszkanie posiada balkon na ciche podwórko.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/dwupokojowe-na-muranowie-ID49VhL,Dwupokojowe na Muranowie,"Warszawa, Śródmieście, Świętojerska",3 650 zł,N/A,55 m²,2,N/A,N/A,7,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Biuro nieruchomości MK Real Estate przedstawia ofertę mieszkania przy ul. Świętojerskiej.
ROZKŁAD:
Narożne mieszkanie o powierzchni 55 m2 znajduje się na 7 (ostatnim) pietrze kamienicy z pięknym widokiem. Mieszkanie składa się z salonu, sypialni, garderoby, kuchni, łazienki.
STANDARD:
Standard wykończenia bardzo dobry, mieszkanie wyposażone jest we wszelki potrzebny sprzęt .Mieszkanie zostało urządzone w kolorystyce biało - szarej. W salonie znajduje się duża kanapa, fotel, stolik kawowy oraz komoda. Możliwość doposażenia mieszkania w TV przez właściciela. W sypialni znajduje się podwójne łózko w przedpokoju lustra. Kuchnia w formie aneksu wyposażona jest we wszystkie niezbędne urządzenia (płytę, piekarnik, zmywarkę). W łazience wanna. W mieszkaniu znajduje się także oddzielna garderoba.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/trojstronne-ciche-mieszkanie-na-sadybie-ID49Vhz,"Trójstronne, ciche mieszkanie na Sadybie","Warszawa, Mokotów, Zelwerowicza",2 500 zł,N/A,75 m²,3,N/A,apartamentowiec,1,3,N/A,N/A,N/A,1990,N/A,N/A,N/A,"Trójstronne, ciche mieszkanie na Sadybie
Do wynajęcia 3 pokojowe, zadbane mieszkanie na Mokotowie. Lokal znajduje się na zamkniętym, ogrodzonym osiedlu niskich bloków na Sadybie, przy ul Aleksandra Zelwerowicza, nieopodal skrzyżowania ul. Sobieskiego i Nałęczowskiej.

Mieszkanie ma 75 m kw. i jest trójstronne. Położone jest na 1 pietrze budynku trzypiętrowego z cegły, z 1990 roku. Na czystej klatce schodowej są tylko 3 mieszkania, po 1 na każdym piętrze. W budynku nie ma windy. Jest bardzo cicho. Osiedle jest pełne zieleni i bardzo zadbane.

Lokal składa się z salonu, dwóch sypialni, kuchni połączonej z salonem, łazienki i przedpokoju. Mieszkanie jest tylko częściowo umeblowane - dla klientów z własnymi meblami. W przedpokoju (11 m kw.) znajdują się wejścia do wszystkich pomieszczeń. Jest tu też szafa z lustrem. Salon połączony z kuchnią to przestrzeń 36,5 m kw. Widna kuchnia jest całkowicie urządzona, posiada meble w zabudowie i pełne agd. Okno kuchni wychodzi na stronę północno-zachodnią. Obok salonu jest sypialnia (15 m kw.). Obydwa pomieszczenia mają ekspozycję południowo-zachodnią. Po przeciwnej stronie przedpokoju jest wejście do sypialni (16 m kw.) z dwoma oknami. Jest tutaj bardzo duża szafa w zabudowie, częściowo lustrzana. W mieszkaniu jest też łazienka (7 m kw.) - cała w bieli, posiadająca wannę. Na podłogach w całym mieszkaniu jest mozaika dębowa, jedynie w części kuchennej, przedpokoju oraz łazience, położona jest terakota. Okna w lokalu są wykonane z drewna, w kolorze ciemnego brązu. Widok z nich jest na niską zabudowę oraz wewnętrzny zielony dziedziniec.

Tuż przy osiedlu położony jest przystanek autobusowy Nałęczowska 02 z liniami 519, 522, E-2, 116 i 165. Dojazd do Centrum komunikacją miejską to 20-25 minut. Blisko pełna infrastruktura miejska, m in. Biedronka, trzy banki, apteka, warzywniaki, piekarnia i cukiernia, sklepy spożywcze, restauracja Sushi oraz włoska, kościół. Nieopodal Sadyba Best Mall, park i plac zabaw, przedszkole, żłobek, dwie szkoły podstawowe. Nie brak też terenów rekreacyjnych - są też rasy rowerowe -do centrum i do niedalekiego Powsina

Opłata miesięczna za wynajem to 2500 zł plus opłaty. Czynsz dla spółdzielni płaci właściciel. Właściciel pobiera co miesiąc zaliczkę na opłaty - wysokość uzależniona jest od liczby osób (minimum 200 zł).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
